Customer ID,Gender,Age,Senior Citizen,Partner,Dependents,Tenure,Subscription Type,Contract Type,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Support Tickets,Login Frequency,Usage Hours,Device Protection,Tech Support,Online Security,Churn
CUST-1003,Male,69,1,No,No,1,Basic,Monthly,Yes,Mailed check,32.02,32.02,1,13,58.2,Yes,Yes,No,Yes
CUST-1004,Male,27,0,No,No,17,Premium,Annual,Yes,Electronic check,109.79,1866.43,2,12,55.0,No,No,Yes,No
CUST-1005,Male,19,0,No,No,63,Basic,Annual,Yes,Electronic check,50.09,3155.67,2,30,196.5,Yes,Yes,Yes,No
CUST-1006,Male,19,0,No,No,18,Basic,Annual,Yes,Electronic check,58.12,1046.16,1,17,134.0,Yes,No,No,Yes
CUST-1007,Female,77,1,No,No,42,Basic,Monthly,No,Electronic check,80.56,3383.52,0,29,173.5,Yes,Yes,No,No
CUST-1008,Male,41,0,No,Yes,39,Basic,Monthly,Yes,Electronic check,18.0,702.0,0,25,179.4,Yes,No,No,No
CUST-1009,Female,34,0,No,Yes,8,Basic,Monthly,No,Electronic check,48.94,391.52,4,15,66.3,No,No,No,Yes
CUST-1010,Female,49,0,Yes,No,20,Basic,Monthly,Yes,Bank transfer,41.46,829.2,1,23,124.4,No,No,No,No
CUST-1011,Male,33,0,No,Yes,28,Basic,Annual,No,Electronic check,62.66,1754.48,1,26,120.3,No,Yes,Yes,No
CUST-1012,Male,33,0,Yes,Yes,42,Premium,Annual,No,Mailed check,109.87,4614.54,2,19,128.2,No,No,No,No
CUST-1013,Female,63,0,No,No,57,Basic,Annual,Yes,Electronic check,42.81,2440.17,1,24,188.1,Yes,No,Yes,No
CUST-1014,Male,56,0,No,No,47,Basic,Monthly,Yes,Electronic check,47.02,2209.94,1,24,127.5,No,Yes,No,No
CUST-1015,Male,70,1,Yes,No,1,Premium,Monthly,Yes,Credit card,110.32,110.32,3,7,36.6,No,No,Yes,Yes
CUST-1016,Female,48,0,Yes,No,37,Basic,Annual,No,Electronic check,55.82,2065.34,0,18,103.5,Yes,No,Yes,No
CUST-1017,Female,60,0,Yes,No,23,Basic,Monthly,Yes,Credit card,72.39,1664.97,2,16,70.7,No,No,No,Yes
CUST-1018,Male,41,0,Yes,No,29,Premium,Annual,Yes,Bank transfer,99.04,2872.16,2,20,140.8,Yes,No,Yes,No
CUST-1019,Female,18,0,No,Yes,16,Basic,Monthly,No,Credit card,40.02,640.32,4,14,107.2,Yes,Yes,No,Yes
CUST-1020,Male,28,0,No,No,42,Premium,Monthly,No,Bank transfer,81.95,3441.9,1,25,109.0,No,No,Yes,No
CUST-1021,Male,72,1,Yes,No,37,Basic,Annual,Yes,Credit card,48.11,1780.07,1,23,125.1,No,No,Yes,No
CUST-1022,Male,38,0,Yes,No,29,Basic,Annual,No,Electronic check,30.99,898.71,0,21,157.2,No,Yes,Yes,No
CUST-1023,Female,21,0,No,No,65,Basic,Annual,Yes,Credit card,46.78,3040.7,2,16,73.9,Yes,No,Yes,No
CUST-1024,Female,24,0,No,No,4,Basic,Monthly,Yes,Mailed check,71.0,284.0,5,17,114.7,Yes,Yes,No,No
CUST-1025,Female,43,0,Yes,No,12,Premium,Annual,Yes,Electronic check,109.62,1315.44,4,12,57.3,No,No,No,No
CUST-1026,Female,64,0,No,No,23,Premium,Monthly,Yes,Electronic check,74.43,1711.89,1,22,152.1,No,No,No,No
CUST-1027,Female,67,0,No,No,72,Premium,Monthly,No,Electronic check,67.56,4864.32,2,24,158.8,No,No,No,No
CUST-1028,Male,29,0,Yes,No,3,Basic,Monthly,Yes,Bank transfer,19.41,58.23,3,21,164.1,Yes,Yes,No,No
CUST-1029,Male,48,0,Yes,No,14,Premium,Annual,Yes,Bank transfer,86.09,1205.26,3,14,87.1,Yes,Yes,Yes,No
CUST-1030,Male,34,0,Yes,No,72,Premium,Monthly,No,Electronic check,90.07,6485.04,0,17,99.0,Yes,Yes,No,No
CUST-1031,Male,50,0,Yes,No,72,Basic,Annual,Yes,Electronic check,61.79,4448.88,0,30,182.1,No,Yes,No,No
CUST-1032,Female,28,0,No,Yes,66,Premium,Annual,No,Electronic check,107.09,7067.94,1,22,140.8,Yes,No,Yes,No
CUST-1033,Male,45,0,Yes,Yes,13,Premium,Annual,Yes,Electronic check,103.58,1346.54,2,22,172.8,No,Yes,Yes,No
CUST-1034,Female,49,0,No,No,62,Premium,Monthly,Yes,Electronic check,85.92,5327.04,1,30,127.1,Yes,No,Yes,No
CUST-1035,Male,18,0,No,No,24,Basic,Monthly,Yes,Electronic check,36.55,877.2,2,13,82.4,No,No,No,No
CUST-1036,Female,64,0,No,Yes,32,Premium,Annual,Yes,Bank transfer,84.91,2717.12,3,17,102.6,Yes,No,No,No
CUST-1037,Female,45,0,No,No,9,Basic,Annual,Yes,Mailed check,66.04,594.36,5,7,55.1,No,Yes,No,No
CUST-1038,Male,70,1,Yes,No,41,Premium,Annual,Yes,Electronic check,85.69,3513.29,1,18,128.5,No,No,Yes,No
CUST-1039,Male,59,0,No,No,14,Basic,Monthly,Yes,Credit card,22.96,321.44,1,15,112.4,No,Yes,Yes,No
CUST-1040,Male,24,0,Yes,Yes,14,Premium,Monthly,Yes,Electronic check,92.43,1294.02,3,16,68.9,No,Yes,No,No
CUST-1041,Male,19,0,No,No,34,Basic,Monthly,Yes,Bank transfer,68.36,2324.24,0,19,141.0,Yes,No,No,No
CUST-1042,Female,59,0,Yes,No,10,Basic,Monthly,Yes,Electronic check,43.97,439.7,6,10,70.2,Yes,No,No,Yes
CUST-1043,Male,41,0,No,No,9,Basic,Monthly,No,Mailed check,44.11,396.99,1,19,114.0,No,Yes,No,No
CUST-1044,Male,21,0,No,Yes,16,Basic,Monthly,Yes,Electronic check,25.12,401.92,3,13,68.6,Yes,No,No,Yes
CUST-1045,Female,61,0,Yes,No,50,Premium,Annual,Yes,Bank transfer,103.12,5156.0,0,29,157.0,No,Yes,No,No
CUST-1046,Male,36,0,Yes,Yes,9,Premium,Annual,Yes,Mailed check,109.92,989.28,2,17,112.3,Yes,No,No,Yes
CUST-1047,Male,43,0,Yes,No,51,Basic,Annual,No,Mailed check,42.34,2159.34,1,20,87.8,Yes,No,Yes,No
CUST-1048,Male,28,0,Yes,Yes,40,Basic,Annual,No,Electronic check,56.18,2247.2,1,30,149.2,No,No,Yes,No
CUST-1049,Male,57,0,No,No,38,Basic,Annual,Yes,Mailed check,18.0,684.0,0,22,146.3,Yes,No,No,No
CUST-1050,Male,67,1,No,Yes,22,Basic,Monthly,No,Credit card,69.03,1518.66,1,24,124.4,Yes,No,No,No
CUST-1051,Female,60,0,No,Yes,45,Premium,Monthly,No,Electronic check,96.68,4350.6,0,16,114.5,Yes,No,No,No
CUST-1052,Male,28,0,No,No,1,Premium,Monthly,Yes,Bank transfer,84.59,84.59,5,12,83.3,Yes,Yes,No,Yes
CUST-1053,Male,62,0,No,No,12,Basic,Annual,Yes,Electronic check,38.96,467.52,0,12,72.2,Yes,No,Yes,No
CUST-1054,Male,20,0,Yes,No,38,Basic,Monthly,Yes,Electronic check,77.62,2949.56,0,23,164.6,No,Yes,No,No
CUST-1055,Male,29,0,Yes,No,72,Premium,Monthly,No,Bank transfer,98.34,7080.48,1,30,139.3,No,Yes,No,No
CUST-1056,Male,20,0,No,No,1,Basic,Monthly,Yes,Mailed check,50.65,50.65,3,18,130.6,No,No,No,No
CUST-1057,Female,59,0,Yes,Yes,24,Basic,Annual,Yes,Bank transfer,45.76,1098.24,1,13,62.5,No,No,No,No
CUST-1058,Male,44,0,No,No,72,Basic,Annual,No,Credit card,36.76,2646.72,1,30,202.5,No,No,No,No
CUST-1059,Female,66,0,No,No,66,Basic,Monthly,Yes,Credit card,23.14,1527.24,2,27,183.1,No,No,No,No
CUST-1060,Female,71,1,Yes,No,1,Basic,Monthly,No,Credit card,56.31,56.31,1,11,70.8,No,Yes,Yes,No
CUST-1061,Male,19,0,No,Yes,25,Premium,Monthly,No,Mailed check,89.74,2243.5,1,11,68.0,No,No,Yes,No
CUST-1062,Male,66,1,Yes,No,1,Basic,Monthly,No,Electronic check,43.55,43.55,3,8,60.2,No,Yes,No,Yes
CUST-1063,Male,33,0,No,Yes,52,Premium,Monthly,Yes,Electronic check,111.05,5774.6,3,22,146.8,No,No,Yes,No
CUST-1064,Male,19,0,Yes,No,13,Basic,Monthly,Yes,Mailed check,56.35,732.55,1,19,102.8,No,Yes,No,No
CUST-1065,Female,77,0,No,Yes,48,Premium,Annual,No,Mailed check,88.42,4244.16,1,26,185.7,No,Yes,No,No
CUST-1066,Male,71,1,No,Yes,72,Basic,Monthly,Yes,Credit card,52.61,3787.92,1,30,145.7,No,Yes,No,No
CUST-1067,Male,47,0,Yes,No,72,Basic,Annual,Yes,Mailed check,56.08,4037.76,1,21,112.9,No,No,Yes,No
CUST-1068,Male,37,0,No,No,72,Basic,Monthly,Yes,Electronic check,33.86,2437.92,1,30,213.5,Yes,Yes,No,No
CUST-1069,Male,55,0,No,No,8,Premium,Annual,No,Bank transfer,88.76,710.08,4,20,157.5,Yes,Yes,No,No
CUST-1070,Male,45,0,Yes,Yes,8,Premium,Annual,No,Electronic check,99.59,796.72,8,9,68.8,Yes,Yes,No,Yes
CUST-1071,Male,42,0,Yes,Yes,33,Premium,Annual,No,Electronic check,106.43,3512.19,2,18,94.1,No,No,No,No
CUST-1072,Female,49,0,Yes,No,26,Basic,Annual,No,Bank transfer,51.07,1327.82,0,20,147.8,No,No,No,No
CUST-1073,Female,78,1,No,No,1,Basic,Annual,Yes,Electronic check,50.96,50.96,2,9,55.6,Yes,No,No,No
CUST-1074,Male,27,0,Yes,Yes,17,Basic,Monthly,Yes,Bank transfer,38.68,657.56,4,14,80.6,Yes,Yes,No,Yes
CUST-1075,Male,77,1,Yes,No,72,Basic,Monthly,Yes,Electronic check,31.35,2257.2,0,22,133.1,Yes,Yes,No,No
CUST-1076,Male,59,0,Yes,Yes,72,Basic,Monthly,No,Mailed check,52.54,3782.88,1,30,204.3,No,No,Yes,No
CUST-1077,Female,57,0,No,No,8,Premium,Monthly,No,Bank transfer,84.74,677.92,1,19,111.8,No,Yes,Yes,No
CUST-1078,Male,50,0,Yes,Yes,16,Basic,Monthly,Yes,Bank transfer,38.16,610.56,2,12,51.0,No,No,No,Yes
CUST-1079,Female,30,0,No,Yes,27,Premium,Monthly,Yes,Credit card,67.78,1830.06,1,16,66.9,Yes,No,Yes,Yes
CUST-1080,Male,73,1,No,Yes,63,Basic,Monthly,No,Electronic check,36.21,2281.23,1,27,159.5,No,No,No,No
CUST-1081,Male,58,0,Yes,Yes,25,Basic,Annual,No,Bank transfer,38.73,968.25,4,16,92.3,Yes,Yes,No,No
CUST-1082,Male,71,1,No,Yes,72,Basic,Annual,Yes,Electronic check,30.29,2180.88,0,27,194.9,Yes,Yes,No,No
CUST-1083,Male,59,0,No,No,53,Basic,Annual,No,Credit card,31.54,1671.62,0,28,137.0,No,No,No,No
CUST-1084,Female,64,0,No,Yes,72,Premium,Monthly,Yes,Credit card,96.3,6933.6,0,30,190.1,No,Yes,No,No
CUST-1085,Female,54,0,No,Yes,44,Premium,Monthly,Yes,Bank transfer,103.05,4534.2,0,22,142.9,No,Yes,No,No
CUST-1086,Male,71,0,No,Yes,69,Premium,Monthly,Yes,Electronic check,103.29,7127.01,1,28,132.0,No,Yes,Yes,No
CUST-1087,Male,33,0,Yes,No,59,Premium,Monthly,No,Electronic check,104.47,6163.73,0,24,113.3,No,No,Yes,No
CUST-1088,Female,62,0,Yes,No,10,Basic,Annual,No,Mailed check,60.12,601.2,2,18,124.5,Yes,Yes,No,Yes
CUST-1089,Female,39,0,Yes,No,9,Basic,Monthly,No,Electronic check,63.7,573.3,3,16,78.6,Yes,No,No,No
CUST-1090,Female,74,1,No,No,66,Premium,Monthly,No,Mailed check,92.49,6104.34,0,30,149.4,Yes,No,No,No
CUST-1091,Female,37,0,Yes,Yes,3,Basic,Annual,Yes,Electronic check,38.13,114.39,3,20,100.0,No,Yes,No,No
CUST-1092,Male,67,1,No,Yes,18,Basic,Monthly,Yes,Electronic check,56.26,1012.68,3,18,121.1,No,No,Yes,Yes
CUST-1093,Female,60,0,No,No,57,Basic,Annual,No,Credit card,23.44,1336.08,1,21,139.6,No,Yes,No,No
CUST-1094,Male,44,0,No,No,56,Basic,Monthly,Yes,Credit card,43.62,2442.72,0,25,195.6,No,No,No,No
CUST-1095,Female,58,0,No,No,5,Premium,Annual,Yes,Credit card,82.31,411.55,3,12,70.5,No,No,No,No
CUST-1096,Female,33,0,Yes,No,22,Basic,Annual,No,Electronic check,33.13,728.86,1,18,87.5,No,No,No,No
CUST-1097,Female,51,0,No,No,22,Basic,Monthly,Yes,Mailed check,36.95,812.9,4,18,102.6,No,Yes,No,No
CUST-1098,Female,49,0,Yes,No,13,Basic,Monthly,Yes,Electronic check,55.56,722.28,1,10,60.9,No,No,No,Yes
CUST-1099,Female,43,0,Yes,Yes,72,Basic,Monthly,Yes,Bank transfer,77.16,5555.52,0,23,110.0,No,Yes,No,No
CUST-1100,Male,42,0,No,Yes,35,Premium,Monthly,No,Credit card,106.62,3731.7,3,16,113.2,Yes,Yes,Yes,Yes
CUST-1101,Male,19,0,Yes,No,72,Basic,Annual,No,Mailed check,18.0,1296.0,0,18,78.9,No,No,Yes,No
CUST-1102,Female,29,0,Yes,Yes,3,Basic,Annual,Yes,Mailed check,41.74,125.22,3,19,78.0,Yes,Yes,No,No
CUST-1103,Female,57,0,Yes,No,17,Basic,Annual,No,Bank transfer,35.31,600.27,1,19,88.7,No,No,No,No
CUST-1104,Male,26,0,No,No,60,Basic,Monthly,Yes,Electronic check,29.6,1776.0,0,25,103.4,No,Yes,No,No
CUST-1105,Female,29,0,No,No,19,Basic,Monthly,No,Electronic check,42.31,803.89,1,16,71.4,No,No,No,No
CUST-1106,Female,43,0,No,Yes,10,Premium,Monthly,Yes,Electronic check,84.13,841.3,5,10,43.2,No,Yes,No,No
CUST-1107,Male,26,0,Yes,No,72,Basic,Monthly,No,Mailed check,32.84,2364.48,1,29,196.2,No,No,No,No
CUST-1108,Female,27,0,Yes,No,68,Basic,Monthly,No,Credit card,55.3,3760.4,1,29,200.2,No,No,No,No
CUST-1109,Female,49,0,No,No,26,Premium,Monthly,Yes,Credit card,97.78,2542.28,3,17,90.2,Yes,Yes,No,No
CUST-1110,Male,74,0,No,Yes,28,Premium,Monthly,No,Electronic check,119.38,3342.64,2,23,110.2,No,Yes,No,Yes
CUST-1111,Male,51,0,Yes,Yes,1,Basic,Monthly,Yes,Electronic check,26.63,26.63,4,4,28.3,No,No,No,Yes
CUST-1112,Male,65,0,No,No,72,Basic,Annual,No,Mailed check,23.26,1674.72,1,21,97.3,No,No,No,No
CUST-1113,Female,37,0,No,No,54,Basic,Monthly,Yes,Credit card,40.15,2168.1,1,30,166.8,No,Yes,No,No
CUST-1114,Male,56,0,Yes,No,2,Basic,Monthly,No,Electronic check,37.56,75.12,4,15,94.2,Yes,No,No,No
CUST-1115,Male,77,1,Yes,No,7,Basic,Annual,Yes,Credit card,54.81,383.67,4,14,86.9,No,No,Yes,No
CUST-1116,Male,19,0,No,No,57,Basic,Annual,Yes,Electronic check,51.25,2921.25,0,25,142.9,No,No,Yes,No
CUST-1117,Male,18,0,No,No,3,Basic,Annual,No,Credit card,53.82,161.46,3,14,87.0,No,No,No,No
CUST-1118,Male,68,0,No,Yes,72,Premium,Monthly,No,Credit card,71.68,5160.96,0,26,173.3,No,No,No,No
CUST-1119,Male,77,0,No,No,72,Premium,Monthly,No,Credit card,91.09,6558.48,0,26,129.4,Yes,Yes,No,No
CUST-1120,Female,53,0,Yes,Yes,72,Basic,Annual,No,Credit card,18.0,1296.0,1,25,139.1,No,No,No,No
CUST-1121,Female,41,0,No,Yes,45,Basic,Annual,Yes,Electronic check,60.94,2742.3,1,27,182.2,Yes,Yes,Yes,No
CUST-1122,Male,71,1,No,Yes,22,Basic,Annual,No,Bank transfer,32.5,715.0,0,21,94.6,No,No,No,No
CUST-1123,Male,44,0,Yes,No,3,Basic,Annual,No,Bank transfer,44.55,133.65,2,11,59.1,Yes,Yes,No,No
CUST-1124,Male,19,0,Yes,Yes,44,Basic,Monthly,Yes,Credit card,22.79,1002.76,0,27,111.4,No,No,No,No
CUST-1125,Female,48,0,Yes,Yes,17,Premium,Annual,No,Mailed check,82.76,1406.92,3,8,38.7,No,No,No,Yes
CUST-1126,Female,74,0,Yes,No,28,Basic,Annual,No,Mailed check,40.33,1129.24,2,14,78.9,Yes,No,Yes,No
CUST-1127,Female,31,0,Yes,Yes,12,Basic,Annual,No,Bank transfer,43.31,519.72,1,18,91.3,No,No,Yes,No
CUST-1128,Female,19,0,Yes,No,10,Basic,Annual,Yes,Electronic check,46.34,463.4,0,14,100.0,No,No,No,No
CUST-1129,Female,46,0,Yes,No,13,Premium,Annual,No,Credit card,105.55,1372.15,2,11,62.1,No,No,No,No
CUST-1130,Female,32,0,No,No,56,Premium,Monthly,No,Electronic check,110.59,6193.04,1,17,89.7,Yes,No,No,No
CUST-1131,Female,29,0,No,Yes,19,Premium,Annual,Yes,Electronic check,104.96,1994.24,2,19,147.7,Yes,Yes,Yes,No
CUST-1132,Female,54,0,Yes,Yes,13,Basic,Annual,No,Mailed check,46.76,607.88,3,22,143.9,No,No,No,No
CUST-1133,Female,45,0,No,No,19,Premium,Monthly,Yes,Credit card,85.5,1624.5,1,15,102.6,Yes,No,Yes,Yes
CUST-1134,Male,37,0,No,No,2,Premium,Annual,Yes,Bank transfer,90.85,181.7,3,13,97.1,No,No,No,No
CUST-1135,Male,78,0,Yes,Yes,72,Basic,Monthly,Yes,Credit card,44.37,3194.64,0,30,156.7,No,No,No,No
CUST-1136,Male,56,0,Yes,No,27,Basic,Monthly,Yes,Electronic check,50.16,1354.32,0,19,118.0,No,No,Yes,No
CUST-1137,Male,41,0,Yes,No,4,Premium,Annual,Yes,Electronic check,82.29,329.16,6,6,33.9,Yes,No,No,No
CUST-1138,Female,38,0,Yes,Yes,12,Premium,Monthly,No,Electronic check,92.94,1115.28,2,17,87.5,Yes,Yes,Yes,No
CUST-1139,Female,27,0,Yes,No,72,Premium,Monthly,Yes,Electronic check,108.05,7779.6,0,30,121.2,No,No,Yes,No
CUST-1140,Male,63,0,No,Yes,30,Basic,Annual,No,Electronic check,59.44,1783.2,0,22,100.2,No,Yes,Yes,No
CUST-1141,Female,31,0,No,No,12,Premium,Annual,Yes,Electronic check,88.76,1065.12,1,12,86.9,No,No,No,No
CUST-1142,Male,54,0,Yes,No,19,Basic,Monthly,No,Mailed check,36.69,697.11,1,14,63.7,Yes,No,No,No
CUST-1143,Female,35,0,Yes,Yes,10,Basic,Annual,No,Credit card,46.78,467.8,2,19,144.8,Yes,No,Yes,No
CUST-1144,Male,41,0,No,No,2,Premium,Monthly,Yes,Bank transfer,93.94,187.88,5,9,45.8,No,Yes,No,Yes
CUST-1145,Female,31,0,No,No,61,Premium,Monthly,No,Mailed check,67.73,4131.53,1,30,175.6,No,Yes,No,No
CUST-1146,Female,51,0,No,No,12,Premium,Monthly,No,Electronic check,121.02,1452.24,3,15,111.9,No,No,Yes,No
CUST-1147,Male,75,1,Yes,No,60,Premium,Monthly,No,Electronic check,84.96,5097.6,0,26,140.1,Yes,Yes,No,No
CUST-1148,Female,29,0,Yes,No,22,Premium,Monthly,Yes,Electronic check,87.91,1934.02,1,19,93.5,Yes,Yes,No,No
CUST-1149,Male,39,0,No,No,7,Basic,Monthly,Yes,Electronic check,26.17,183.19,2,14,57.8,Yes,Yes,No,No
CUST-1150,Male,73,0,Yes,Yes,54,Premium,Monthly,No,Electronic check,110.2,5950.8,1,16,124.9,No,Yes,Yes,Yes
CUST-1151,Male,23,0,No,Yes,16,Premium,Annual,Yes,Electronic check,84.61,1353.76,3,13,73.0,Yes,Yes,Yes,No
CUST-1152,Male,53,0,Yes,No,41,Basic,Monthly,Yes,Credit card,51.22,2100.02,0,23,173.9,Yes,No,Yes,No
CUST-1153,Female,62,0,Yes,No,60,Basic,Monthly,Yes,Mailed check,54.45,3267.0,0,16,91.9,No,No,No,No
CUST-1154,Female,53,0,No,Yes,72,Basic,Monthly,Yes,Electronic check,35.43,2550.96,1,27,203.3,Yes,No,No,No
CUST-1155,Female,39,0,No,No,3,Premium,Monthly,No,Mailed check,83.54,250.62,4,15,66.2,No,No,No,Yes
CUST-1156,Male,31,0,Yes,No,1,Premium,Monthly,No,Electronic check,98.81,98.81,4,9,51.9,No,No,Yes,Yes
CUST-1157,Female,33,0,No,No,27,Premium,Monthly,Yes,Electronic check,65.1,1757.7,1,19,109.7,No,No,No,No
CUST-1158,Male,78,0,Yes,Yes,11,Basic,Annual,Yes,Electronic check,55.02,605.22,4,15,118.4,No,No,No,Yes
CUST-1159,Female,53,0,No,No,21,Premium,Annual,Yes,Electronic check,91.16,1914.36,1,25,149.3,No,No,No,No
CUST-1160,Female,73,1,No,No,3,Premium,Annual,Yes,Mailed check,84.01,252.03,3,9,39.8,No,Yes,No,Yes
CUST-1161,Female,42,0,Yes,No,23,Basic,Monthly,No,Mailed check,36.73,844.79,1,30,229.0,No,No,No,No
CUST-1162,Male,49,0,Yes,Yes,5,Premium,Annual,Yes,Electronic check,91.53,457.65,5,13,101.4,No,No,Yes,No
CUST-1163,Female,50,0,Yes,No,60,Basic,Monthly,Yes,Credit card,38.79,2327.4,0,22,123.9,No,No,Yes,No
CUST-1164,Female,62,0,No,No,47,Premium,Monthly,No,Electronic check,115.81,5443.07,1,18,129.4,Yes,No,No,No
CUST-1165,Male,53,0,No,No,3,Premium,Annual,No,Bank transfer,77.74,233.22,2,21,89.8,Yes,No,No,Yes
CUST-1166,Female,37,0,Yes,Yes,60,Premium,Monthly,Yes,Electronic check,80.75,4845.0,2,25,140.6,Yes,Yes,Yes,No
CUST-1167,Male,35,0,No,No,13,Basic,Annual,Yes,Electronic check,45.36,589.68,2,12,72.5,No,No,No,No
CUST-1168,Female,55,0,Yes,Yes,15,Basic,Monthly,Yes,Electronic check,61.81,927.15,1,21,157.2,No,No,No,No
CUST-1169,Male,20,0,Yes,Yes,7,Premium,Monthly,Yes,Electronic check,89.34,625.38,10,4,17.6,Yes,No,No,Yes
CUST-1170,Male,40,0,Yes,Yes,60,Basic,Annual,No,Credit card,30.79,1847.4,0,27,151.9,Yes,Yes,No,No
CUST-1171,Female,49,0,Yes,Yes,18,Basic,Monthly,Yes,Electronic check,46.17,831.06,6,11,66.6,Yes,Yes,No,Yes
CUST-1172,Male,62,0,Yes,No,2,Basic,Monthly,Yes,Mailed check,55.06,110.12,4,11,73.3,No,No,Yes,Yes
CUST-1173,Male,76,0,No,Yes,72,Basic,Monthly,Yes,Bank transfer,54.21,3903.12,2,25,110.3,No,No,Yes,No
CUST-1174,Male,33,0,No,No,10,Premium,Annual,No,Electronic check,74.93,749.3,7,14,71.8,No,No,No,Yes
CUST-1175,Male,76,1,Yes,No,72,Premium,Monthly,No,Electronic check,104.2,,0,27,112.9,No,No,Yes,No
CUST-1176,Male,22,0,No,No,12,Basic,Annual,Yes,Bank transfer,38.3,459.6,1,14,64.3,Yes,No,No,No
CUST-1177,Male,21,0,Yes,No,59,Premium,Annual,No,Electronic check,73.3,4324.7,2,24,143.5,No,Yes,No,No
CUST-1178,Female,38,0,No,No,36,Basic,Monthly,Yes,Credit card,59.09,2127.24,0,26,128.4,No,No,Yes,No
CUST-1179,Male,57,0,No,No,65,Basic,Annual,No,Mailed check,20.85,1355.25,0,26,153.9,Yes,No,Yes,No
CUST-1180,Male,68,1,Yes,No,72,Premium,Annual,Yes,Bank transfer,74.47,5361.84,0,26,186.1,No,No,No,No
CUST-1181,Female,31,0,No,No,68,Basic,Annual,Yes,Credit card,60.29,4099.72,1,30,165.4,No,No,No,No
CUST-1182,Female,56,0,Yes,No,17,Basic,Monthly,No,Credit card,23.13,393.21,0,5,34.5,Yes,No,No,Yes
CUST-1183,Female,48,0,No,No,56,Premium,Annual,No,Bank transfer,85.32,4777.92,0,30,212.0,Yes,No,No,No
CUST-1184,Female,31,0,Yes,No,41,Basic,Annual,Yes,Mailed check,31.11,1275.51,0,27,166.1,No,Yes,Yes,No
CUST-1185,Female,23,0,Yes,No,3,Basic,Annual,Yes,Electronic check,41.74,125.22,5,14,71.3,Yes,Yes,No,No
CUST-1186,Female,29,0,Yes,Yes,72,Basic,Monthly,No,Credit card,34.09,2454.48,1,30,215.7,No,Yes,No,No
CUST-1187,Female,33,0,Yes,Yes,21,Premium,Monthly,No,Electronic check,79.74,1674.54,1,25,137.8,Yes,Yes,No,No
CUST-1188,Male,34,0,Yes,No,5,Basic,Monthly,No,Credit card,51.6,258.0,4,10,63.6,No,Yes,No,Yes
CUST-1189,Male,62,0,Yes,Yes,19,Basic,Monthly,Yes,Bank transfer,54.6,1037.4,2,15,89.6,Yes,No,No,Yes
CUST-1190,Female,40,0,No,No,31,Premium,Monthly,No,Credit card,81.92,2539.52,3,18,117.1,Yes,No,No,Yes
CUST-1191,Male,31,0,Yes,Yes,28,Premium,Annual,Yes,Electronic check,100.43,2812.04,5,13,96.3,Yes,No,Yes,Yes
CUST-1192,Male,78,1,No,No,29,Basic,Monthly,Yes,Electronic check,82.9,2404.1,2,28,151.7,Yes,Yes,No,No
CUST-1193,Male,24,0,Yes,No,10,Basic,Annual,Yes,Bank transfer,44.68,446.8,0,12,92.0,Yes,Yes,No,No
CUST-1194,Female,63,0,No,Yes,33,Basic,Monthly,Yes,Credit card,44.95,1483.35,0,26,115.3,No,Yes,No,No
CUST-1195,Female,49,0,Yes,No,72,Basic,Monthly,No,Credit card,43.72,3147.84,0,30,151.3,Yes,No,No,No
CUST-1196,Male,32,0,Yes,No,17,Premium,Monthly,Yes,Credit card,95.6,1625.2,3,15,115.2,Yes,Yes,No,Yes
CUST-1197,Female,61,0,No,No,33,Basic,Annual,Yes,Bank transfer,44.15,1456.95,0,29,123.4,Yes,No,Yes,No
CUST-1198,Male,34,0,Yes,No,10,Basic,Monthly,Yes,Electronic check,18.0,180.0,4,13,76.1,No,Yes,Yes,Yes
CUST-1199,Male,58,0,Yes,Yes,2,Premium,Annual,No,Credit card,99.42,198.84,3,10,50.4,No,No,Yes,Yes
CUST-1200,Male,71,1,Yes,No,29,Basic,Monthly,Yes,Electronic check,35.12,1018.48,0,18,128.8,No,No,Yes,No
CUST-1201,Male,64,0,Yes,Yes,2,Premium,Monthly,Yes,Electronic check,78.63,157.26,3,9,39.1,Yes,No,Yes,Yes
CUST-1202,Female,61,0,No,No,43,Basic,Monthly,No,Bank transfer,23.86,1025.98,1,24,108.2,Yes,No,No,No
CUST-1203,Female,51,0,Yes,No,37,Basic,Monthly,No,Bank transfer,27.84,1030.08,0,23,106.5,Yes,No,No,No
CUST-1204,Female,22,0,No,No,16,Premium,Monthly,No,Electronic check,120.01,1920.16,5,16,84.2,No,Yes,No,Yes
CUST-1205,Male,62,0,Yes,No,18,Basic,Monthly,No,Electronic check,35.77,643.86,1,14,104.0,Yes,No,No,Yes
CUST-1206,Female,44,0,Yes,No,72,Basic,Annual,Yes,Credit card,37.14,,0,28,210.0,No,No,Yes,No
CUST-1207,Male,69,1,Yes,Yes,1,Premium,Monthly,Yes,Credit card,109.09,109.09,3,8,38.4,Yes,Yes,No,No
CUST-1208,Female,40,0,Yes,No,28,Basic,Monthly,No,Electronic check,57.6,1612.8,2,10,60.8,Yes,Yes,No,Yes
CUST-1209,Male,57,0,No,No,72,Basic,Monthly,No,Bank transfer,35.99,2591.28,2,22,146.5,No,No,No,No
CUST-1210,Male,76,1,Yes,Yes,72,Premium,Monthly,Yes,Mailed check,79.85,5749.2,0,21,118.6,Yes,No,Yes,No
